datetime,MaxTemp,MinTemp,MeanTemp
1944-04-22,31.66666667,27.77777778,29.44444444
1944-04-23,29.44444444,23.33333333,26.11111111
1944-04-24,31.11111111,23.33333333,27.22222222
1944-04-25,30.55555556,22.77777778,26.66666667
1944-04-26,30.0,22.22222222,26.11111111
1944-04-27,31.11111111,26.11111111,28.88888889
1944-04-28,31.11111111,23.88888889,27.77777778
1944-04-29,31.66666667,25.0,28.33333333
1944-04-30,30.55555556,26.11111111,28.33333333
1944-05-01,30.55555556,24.44444444,27.77777778
1944-05-02,31.11111111,26.11111111,28.88888889
1944-05-03,28.88888889,25.0,26.66666667
1944-05-04,30.55555556,24.44444444,27.77777778
1944-05-05,31.66666667,24.44444444,27.77777778
1944-05-06,31.11111111,25.55555556,28.33333333
1944-05-07,31.11111111,26.66666667,28.88888889
1944-05-08,31.11111111,23.33333333,27.22222222
1944-05-09,29.44444444,22.77777778,26.11111111
1944-05-10,30.55555556,26.66666667,28.88888889
1944-05-11,31.66666667,27.77777778,30.0
1944-05-12,31.11111111,27.22222222,28.88888889
1944-05-13,31.66666667,22.77777778,27.22222222
1944-05-14,29.44444444,20.55555556,25.0
1944-05-15,31.66666667,25.55555556,28.88888889
1944-05-16,30.0,21.66666667,26.11111111
1944-05-17,30.0,21.11111111,25.55555556
1944-05-18,31.11111111,23.33333333,27.22222222
1944-05-19,31.11111111,22.77777778,26.66666667
1944-05-20,30.55555556,23.88888889,27.22222222
1944-05-21,28.88888889,16.66666667,22.77777778
1944-05-22,30.0,22.77777778,26.66666667
1944-05-23,30.0,22.77777778,26.66666667
1944-05-24,31.11111111,24.44444444,27.77777778
1944-05-25,30.55555556,24.44444444,27.77777778
1944-05-26,31.11111111,23.33333333,27.22222222
1944-05-27,31.11111111,23.88888889,27.77777778
1944-05-28,30.55555556,26.66666667,28.88888889
1944-05-29,27.22222222,23.33333333,25.55555556
1944-05-30,28.88888889,22.77777778,25.55555556
1944-05-31,28.33333333,21.11111111,24.44444444
1944-06-01,30.0,25.55555556,27.77777778
1944-06-02,31.11111111,23.88888889,27.77777778
1944-06-03,30.0,25.55555556,27.77777778
1944-06-04,30.55555556,23.88888889,27.22222222
1944-06-05,30.55555556,25.0,27.77777778
1944-06-06,30.0,26.66666667,28.33333333
1944-06-07,29.44444444,25.55555556,27.77777778
1944-06-08,30.0,25.0,27.77777778
1944-06-09,29.44444444,22.77777778,26.11111111
1944-06-10,29.44444444,21.66666667,25.55555556
1944-06-11,29.44444444,22.77777778,26.11111111
1944-06-12,27.77777778,21.11111111,24.44444444
1944-06-13,27.77777778,22.22222222,25.0
1944-06-14,29.44444444,23.88888889,26.66666667
1944-06-15,29.44444444,23.33333333,26.66666667
1944-06-16,30.0,24.44444444,27.22222222
1944-06-17,27.77777778,22.77777778,25.55555556
1944-06-18,30.0,23.33333333,26.66666667
1944-06-19,28.88888889,22.22222222,25.55555556
1944-06-20,28.88888889,23.88888889,26.66666667
1944-06-21,29.44444444,23.33333333,26.66666667
1944-06-22,27.22222222,22.77777778,25.0
1944-06-23,28.88888889,22.22222222,25.55555556
1944-06-24,28.88888889,22.77777778,25.55555556
1944-06-25,28.33333333,26.11111111,27.22222222
1944-06-26,28.33333333,23.33333333,25.55555556
1944-06-27,28.33333333,23.33333333,25.55555556
1944-06-28,26.66666667,22.77777778,24.44444444
1944-06-29,29.44444444,22.77777778,26.11111111
1944-06-30,29.44444444,22.77777778,26.11111111
1944-07-01,28.33333333,21.66666667,25.0
1944-07-02,28.88888889,21.11111111,25.0
1944-07-03,26.11111111,22.77777778,24.44444444
1944-07-04,28.88888889,22.22222222,25.55555556
1944-07-05,28.88888889,23.33333333,26.11111111
1944-07-06,27.77777778,23.88888889,25.55555556
1944-07-07,26.66666667,23.88888889,25.55555556
1944-07-08,28.88888889,22.22222222,25.55555556
1944-07-09,28.88888889,23.33333333,26.11111111
1944-07-10,26.66666667,21.11111111,23.88888889
1944-07-11,28.88888889,21.11111111,25.0
1944-07-12,26.11111111,22.77777778,24.44444444
1944-07-13,27.77777778,25.0,26.66666667
1944-07-14,28.33333333,25.0,26.66666667
1944-07-15,27.77777778,24.44444444,26.11111111
1944-07-16,27.77777778,22.22222222,25.0
1944-07-17,29.44444444,22.22222222,25.55555556
1944-07-18,25.55555556,22.22222222,23.88888889
1944-07-19,27.77777778,24.44444444,26.11111111
1944-07-20,27.22222222,22.77777778,25.0
1944-07-21,28.33333333,22.22222222,25.55555556
1944-07-22,28.88888889,25.0,26.66666667
1944-07-23,27.22222222,24.44444444,25.55555556
1944-07-24,28.88888889,22.77777778,25.55555556
1944-07-25,27.77777778,23.33333333,25.55555556
1944-07-26,27.77777778,25.0,26.66666667
1944-07-27,25.55555556,23.33333333,24.44444444
1944-07-28,27.77777778,24.44444444,26.11111111
1944-07-29,26.66666667,23.33333333,25.0
